Lead_ID,Region,State,Course,Time_Slot,Pitch_Category,Pitch_Minutes,Followup_Gap,Script_Tone,Attempts,Lag,ELT,Outreach_Type,Engagement_Score,Lead_Score,High_Engagement,Conversion_Probability
L00878,North,Delhi,Full Stack,Evening,Short,1.6,2 Days,Semi-Formal,1,4.9,14.6,Direct,95,84,1,75.4
L00879,West,Gujarat,Data Science,Morning,Medium,6.3,2 Days,Casual,1,8.7,13,Direct,67,53,0,55.3
L00880,North,Delhi,AI & ML,Evening,Long,10,3-5 Days,Semi-Formal,1,3.7,10,Direct,54,49,0,40.2
L00881,North,Uttar Pradesh,Cybersecurity,Evening,Long,9.5,3-5 Days,Semi-Formal,1,4,11.7,Direct,74,70,1,45
L00882,North,Uttar Pradesh,Cloud,Evening,Long,10.4,Same Day,Formal,1,2.9,12.2,Campus Ambassador,87,72,1,69
L00883,North,Punjab,Data Science,Morning,Short,1.6,2 Days,Casual,1,6.8,16.2,Campus Ambassador,81,72,1,49.6
L00884,North,Uttar Pradesh,AI & ML,Evening,Medium,5.5,1 Day,Casual,1,8.7,9.2,Campus Ambassador,81,64,1,62.3
L00885,South,Karnataka,Data Science,Morning,Medium,5.6,Same Day,Casual,1,7.1,12.6,Campus Ambassador,60,57,0,46.5
L00886,South,Karnataka,AI & ML,Morning,Short,1.2,1 Day,Formal,1,7,11,Direct,87,77,1,84.7
L00887,North,Haryana,Data Science,Evening,Medium,6.4,1 Day,Semi-Formal,1,4.9,11.2,Direct,80,65,1,53
L00888,West,Maharashtra,AI & ML,Morning,Medium,6.8,Same Day,Formal,1,3.3,10.4,Direct,87,78,1,60.7
L00889,West,Gujarat,Cloud,Morning,Long,9.7,Same Day,Semi-Formal,1,10.5,13.6,Direct,66,59,0,51
L00890,South,Karnataka,AI & ML,Morning,Short,2.2,Same Day,Semi-Formal,1,6.1,12.9,Direct,59,53,0,47.5
L00891,North,Delhi,Data Science,Evening,Medium,6.7,1 Day,Semi-Formal,1,4.6,8.1,Direct,88,75,1,63.1
L00892,West,Goa,Data Science,Evening,Short,1.5,Same Day,Formal,1,3.9,12.3,Direct,71,61,1,46.5
L00893,North,Punjab,AI & ML,Afternoon,Medium,5.5,Same Day,Formal,1,9.2,12.7,Direct,66,65,0,38.1
L00894,North,Delhi,Full Stack,Evening,Medium,5.2,2 Days,Casual,1,2.2,16,Campus Ambassador,55,46,0,38.4
L00895,North,Delhi,Data Science,Morning,Long,10.1,1 Day,Semi-Formal,1,4.1,16.3,Campus Ambassador,80,61,1,62.4
L00896,South,Andhra Pradesh,AI & ML,Evening,Short,1.3,1 Day,Formal,1,1.5,15.7,Campus Ambassador,89,82,1,59.4
L00897,West,Goa,Cloud,Afternoon,Short,1.7,Same Day,Casual,1,2.1,9.3,Direct,76,64,1,52.6
L00898,North,Haryana,AI & ML,Evening,Medium,5.1,Same Day,Semi-Formal,1,2.2,20.4,Campus Ambassador,97,85,1,68.6
L00899,West,Gujarat,AI & ML,Morning,Long,10.7,1 Day,Casual,1,5.5,13.8,Direct,65,64,0,47
L00900,North,Delhi,Cloud,Evening,Medium,5.2,1 Day,Casual,1,4.8,16.9,Campus Ambassador,49,42,0,37
L00901,South,Andhra Pradesh,AI & ML,Morning,Short,1.8,Same Day,Casual,1,5.7,8.8,Campus Ambassador,71,61,1,63.1
L00902,South,Karnataka,Cybersecurity,Afternoon,Medium,6.8,Same Day,Formal,1,6.7,11.7,Direct,64,53,0,41.5
L00903,West,Goa,Full Stack,Morning,Short,1.9,Same Day,Formal,1,9.1,16.7,Campus Ambassador,60,61,0,41.5
L00904,North,Haryana,Cloud,Morning,Long,9.2,Same Day,Casual,1,3.6,11.2,Direct,88,79,1,65.1
L00905,West,Goa,AI & ML,Afternoon,Long,9.8,1 Day,Semi-Formal,1,4.7,11.7,Campus Ambassador,46,45,0,44.4
L00906,South,Kerala,AI & ML,Evening,Medium,6.2,1 Day,Semi-Formal,1,6.5,6.9,Direct,82,72,1,52.7
L00907,North,Delhi,Data Science,Afternoon,Short,2.3,2 Days,Formal,1,6.5,9.6,Direct,68,57,0,34
L00908,North,Uttar Pradesh,Data Science,Evening,Short,1.5,2 Days,Formal,1,4.9,11.1,Direct,82,63,1,46.2
L00909,East,West Bengal,Full Stack,Afternoon,Long,9.5,Same Day,Formal,1,5,14.5,Direct,56,49,0,32.6
L00910,South,Tamil Nadu,Data Science,Evening,Short,2.1,3-5 Days,Formal,1,2.9,12.7,Campus Ambassador,47,52,0,47.2
L00911,South,Tamil Nadu,Cloud,Evening,Short,2,1 Day,Formal,1,5.4,9.3,Direct,77,69,1,53.6
L00912,South,Kerala,Full Stack,Evening,Medium,5.4,3-5 Days,Formal,1,4.9,14.2,Direct,52,53,0,40.4
L00913,North,Uttar Pradesh,Data Science,Evening,Long,9.4,Same Day,Casual,3,6.2,9.7,Campus Ambassador,61,49,0,51.3
L00914,North,Haryana,Data Science,Afternoon,Medium,6,Same Day,Formal,1,3,10.3,Direct,68,54,0,62.5
L00915,North,Rajasthan,Cybersecurity,Evening,Medium,6.4,2 Days,Casual,1,8.9,16,Direct,58,47,0,41.2
L00916,North,Rajasthan,AI & ML,Morning,Medium,6.9,Same Day,Formal,1,4.1,11.2,Direct,76,66,1,61.7
L00917,East,Odisha,Full Stack,Morning,Short,2.6,2 Days,Formal,1,7.1,11.6,Direct,55,47,0,41.6
L00918,West,Goa,Full Stack,Evening,Short,2.5,Same Day,Formal,1,4.8,13.4,Direct,56,48,0,61.7
L00919,West,Maharashtra,AI & ML,Afternoon,Long,10.2,Same Day,Formal,1,8,14.1,Direct,50,44,0,44.6
L00920,West,Goa,Data Science,Afternoon,Medium,6.6,3-5 Days,Semi-Formal,1,1.7,14.5,Direct,72,70,1,40.6
L00921,West,Goa,Cybersecurity,Evening,Medium,5.7,Same Day,Formal,1,4.7,14.8,Direct,71,59,1,44.9
L00922,North,Haryana,Full Stack,Morning,Medium,6.3,Same Day,Semi-Formal,1,6.3,13.1,Campus Ambassador,66,58,0,60.1
L00923,West,Gujarat,Data Science,Evening,Long,9.4,2 Days,Formal,1,4.9,16.8,Direct,54,49,0,53.6
L00924,West,Gujarat,Cybersecurity,Evening,Short,1.7,Same Day,Formal,1,5.5,10.8,Direct,76,66,1,73.7
L00925,North,Delhi,Cybersecurity,Afternoon,Medium,5.9,Same Day,Semi-Formal,1,3.3,10.8,Direct,72,59,1,55.9
L00926,East,Jharkhand,AI & ML,Evening,Long,10.6,Same Day,Semi-Formal,1,5.2,11.1,Campus Ambassador,50,42,0,50.9
L00927,East,Bihar,Full Stack,Afternoon,Long,9.5,Same Day,Semi-Formal,1,2.1,10.7,Campus Ambassador,65,54,0,54.6
L00928,East,Bihar,Data Science,Evening,Short,1.5,3-5 Days,Formal,3,6.8,11.9,Direct,39,47,0,49.6
L00929,West,Maharashtra,AI & ML,Evening,Long,10.9,3-5 Days,Formal,1,2.3,16.7,Campus Ambassador,45,38,0,35.2
L00930,West,Maharashtra,Cybersecurity,Evening,Medium,5.3,Same Day,Casual,1,3,11.1,Direct,76,71,1,65.5
L00931,South,Kerala,Data Science,Afternoon,Long,10.3,1 Day,Semi-Formal,2,2.5,14.2,Direct,59,47,0,43.3
L00932,East,Jharkhand,AI & ML,Evening,Medium,5.6,2 Days,Formal,1,7.4,14.8,Direct,40,36,0,44.4
L00933,North,Uttar Pradesh,Data Science,Morning,Short,2,1 Day,Semi-Formal,1,5.3,15.5,Campus Ambassador,79,71,1,40
L00934,East,Jharkhand,Cybersecurity,Evening,Long,10.2,2 Days,Formal,1,6.8,12.2,Campus Ambassador,62,50,0,50.8
L00935,North,Delhi,Data Science,Evening,Long,9.3,2 Days,Semi-Formal,1,9.2,13.4,Direct,65,52,0,59.2
L00936,South,Tamil Nadu,Data Science,Morning,Medium,5.7,Same Day,Casual,1,1.2,9.8,Direct,86,79,1,58.1
L00937,South,Telangana,Cloud,Evening,Medium,6.4,2 Days,Casual,1,7.2,11,Campus Ambassador,37,36,0,28.9
L00938,North,Haryana,AI & ML,Morning,Long,10.4,Same Day,Formal,1,3.2,13,Direct,69,64,0,32.7
L00939,North,Rajasthan,Data Science,Morning,Medium,5.5,Same Day,Casual,1,10.6,13.3,Direct,81,63,1,72.1
L00940,South,Tamil Nadu,AI & ML,Morning,Medium,7,Same Day,Semi-Formal,1,4.6,12.9,Direct,56,52,0,28.1
L00941,East,Bihar,Full Stack,Evening,Medium,6.3,Same Day,Casual,1,4,13.7,Campus Ambassador,80,73,1,57.5
L00942,West,Goa,Full Stack,Evening,Medium,6.2,1 Day,Semi-Formal,1,5.3,9.5,Direct,82,71,1,74.6
L00943,West,Gujarat,AI & ML,Morning,Short,2.9,1 Day,Formal,1,1.8,13.5,Direct,73,66,1,71.5
L00944,East,Jharkhand,Data Science,Afternoon,Medium,6.9,Same Day,Semi-Formal,1,5.3,18.2,Direct,89,70,1,49.7
L00945,West,Maharashtra,Cybersecurity,Morning,Short,2.4,1 Day,Formal,1,5.2,14.6,Campus Ambassador,71,64,1,40.9
L00946,East,Jharkhand,AI & ML,Afternoon,Long,10.2,Same Day,Casual,1,3.6,11.3,Direct,72,60,1,45.4
L00947,South,Telangana,Cybersecurity,Evening,Short,2,3-5 Days,Semi-Formal,1,5.7,12,Campus Ambassador,69,58,0,62.3
L00948,North,Delhi,Cybersecurity,Afternoon,Short,1.8,Same Day,Formal,1,4.7,9.7,Campus Ambassador,71,67,1,50.3
L00949,West,Goa,Cloud,Evening,Medium,6.5,Same Day,Casual,1,5.3,16.8,Direct,44,40,0,59.1
L00950,North,Delhi,Cloud,Evening,Medium,6,2 Days,Semi-Formal,1,6.8,11.1,Direct,83,65,1,64.9
L00951,West,Gujarat,Full Stack,Evening,Medium,5.6,Same Day,Formal,1,9.7,15.1,Direct,93,75,1,66.8
L00952,East,Odisha,Full Stack,Evening,Short,1.3,3-5 Days,Casual,1,7.4,13.6,Campus Ambassador,62,54,0,52.7
L00953,East,Bihar,Cybersecurity,Evening,Medium,5.1,3-5 Days,Semi-Formal,1,6.5,16.2,Direct,63,62,0,36.8
L00954,South,Andhra Pradesh,Cloud,Morning,Medium,5.7,3-5 Days,Casual,1,3.7,17.8,Direct,54,49,0,51.4
L00955,East,Odisha,Full Stack,Afternoon,Medium,6,2 Days,Semi-Formal,1,7.2,16.7,Campus Ambassador,64,55,0,35.9
L00956,North,Punjab,AI & ML,Evening,Short,1,3-5 Days,Semi-Formal,1,6.2,13.3,Campus Ambassador,81,71,1,43.5
L00957,West,Gujarat,AI & ML,Evening,Long,10.8,1 Day,Casual,2,6.6,15.4,Direct,49,52,0,46.3
L00958,North,Uttar Pradesh,Data Science,Morning,Short,1.5,3-5 Days,Casual,1,8.1,12.3,Campus Ambassador,77,74,1,58.3
L00959,North,Delhi,Full Stack,Morning,Short,1,1 Day,Semi-Formal,1,7.3,13.8,Direct,58,53,0,38.5
L00960,East,Jharkhand,Cybersecurity,Morning,Long,10.7,2 Days,Casual,2,5.5,12.4,Direct,59,61,0,54.1
L00961,West,Goa,Data Science,Afternoon,Short,2.4,Same Day,Semi-Formal,1,4.4,8.6,Direct,100,86,1,69.8
L00962,West,Gujarat,Cybersecurity,Morning,Medium,6.2,1 Day,Casual,1,9.5,11,Direct,80,72,1,46.7
L00963,South,Andhra Pradesh,Full Stack,Evening,Medium,5.1,Same Day,Casual,2,4.2,13.3,Direct,60,53,0,39.7
L00964,North,Haryana,AI & ML,Morning,Short,1.8,1 Day,Semi-Formal,2,5.5,13.3,Campus Ambassador,65,61,0,69.9
L00965,East,Jharkhand,Data Science,Morning,Medium,5.9,1 Day,Semi-Formal,1,6.1,12.8,Campus Ambassador,73,56,1,70.3
L00966,West,Gujarat,AI & ML,Afternoon,Medium,6.9,1 Day,Formal,1,6.5,13.5,Campus Ambassador,61,49,0,58.3
L00967,South,Telangana,Full Stack,Morning,Short,1.4,Same Day,Semi-Formal,2,4,18.6,Direct,81,63,1,79.3
L00968,North,Rajasthan,Cybersecurity,Morning,Medium,5.6,1 Day,Semi-Formal,1,6.1,10.3,Direct,80,65,1,67.3
L00969,South,Andhra Pradesh,Cloud,Evening,Medium,6.2,3-5 Days,Formal,1,5.1,14.6,Direct,42,43,0,39
L00970,West,Goa,Full Stack,Evening,Short,1.5,1 Day,Casual,1,5.9,13.8,Campus Ambassador,88,78,1,57.7
L00971,West,Gujarat,Full Stack,Evening,Long,9.7,1 Day,Casual,1,4.9,17.4,Direct,87,74,1,78.4
L00972,West,Gujarat,Cloud,Evening,Medium,5.2,1 Day,Casual,1,7.2,14.8,Direct,60,54,0,38.7
L00973,South,Andhra Pradesh,Full Stack,Evening,Short,1.4,Same Day,Casual,1,5.9,14.3,Campus Ambassador,60,60,0,58.9
L00974,South,Karnataka,Full Stack,Morning,Long,10.6,1 Day,Formal,1,3.9,14.1,Campus Ambassador,48,50,0,46
L00975,West,Gujarat,Full Stack,Evening,Medium,6.9,Same Day,Formal,1,1,15,Direct,65,54,0,58.8
L00976,West,Maharashtra,Full Stack,Afternoon,Medium,5,Same Day,Formal,1,7.8,14.6,Direct,53,48,0,46.2
L00977,West,Maharashtra,Data Science,Evening,Long,10.8,3-5 Days,Formal,1,3.4,11.3,Direct,68,56,0,48.6
L00978,East,Bihar,Cloud,Evening,Short,2.3,1 Day,Casual,1,5,9.8,Direct,79,71,1,66.2
L00979,East,Bihar,Data Science,Morning,Short,2.4,1 Day,Formal,1,3,10,Direct,66,57,0,38.6
L00980,South,Telangana,Data Science,Evening,Long,9.7,Same Day,Semi-Formal,2,6.6,12.8,Direct,53,49,0,44.7
L00981,South,Kerala,Data Science,Morning,Long,10.6,1 Day,Casual,1,1,10.3,Direct,62,57,0,55
L00982,South,Telangana,Data Science,Afternoon,Medium,5.6,Same Day,Casual,1,2.5,18.7,Direct,65,51,0,42.1
L00983,West,Gujarat,Data Science,Afternoon,Medium,5.6,1 Day,Semi-Formal,1,5.1,13,Campus Ambassador,85,77,1,64.3
L00984,South,Kerala,Cloud,Morning,Short,2.6,Same Day,Casual,1,3.4,13.7,Direct,85,73,1,61.4
L00985,South,Tamil Nadu,Full Stack,Evening,Short,2.3,Same Day,Casual,1,6.8,10,Direct,92,83,1,51
L00986,East,Jharkhand,Data Science,Evening,Long,9.1,1 Day,Semi-Formal,1,2.4,14,Direct,59,53,0,46.9
L00987,South,Kerala,Cybersecurity,Morning,Long,10.4,Same Day,Formal,1,8.6,14.6,Campus Ambassador,69,63,0,55
L00988,East,West Bengal,Data Science,Morning,Long,10.5,Same Day,Semi-Formal,1,9.5,13.6,Direct,74,65,1,53.7
L00989,South,Kerala,Data Science,Morning,Long,9.8,1 Day,Formal,1,7.2,12.8,Direct,57,47,0,60.5
L00990,West,Maharashtra,Cybersecurity,Morning,Medium,5.3,Same Day,Semi-Formal,1,7.9,11.4,Direct,64,62,0,43.8
L00991,North,Punjab,Cybersecurity,Morning,Long,9.5,1 Day,Semi-Formal,1,7.6,11.3,Direct,76,68,1,57
L00992,North,Punjab,Data Science,Evening,Medium,5,Same Day,Formal,1,4,14.2,Campus Ambassador,67,59,0,51.7
L00993,East,West Bengal,Data Science,Afternoon,Short,1.3,2 Days,Formal,1,6.1,6.5,Campus Ambassador,64,54,0,53.6
L00994,South,Kerala,Data Science,Afternoon,Short,1.2,3-5 Days,Semi-Formal,1,9.2,12.3,Campus Ambassador,73,66,1,54.4
L00995,South,Tamil Nadu,Cybersecurity,Evening,Medium,6.2,1 Day,Formal,1,3.2,16.4,Direct,58,58,0,42.5
L00996,East,Jharkhand,Full Stack,Evening,Long,9.3,Same Day,Formal,1,6,11.1,Direct,72,70,1,48.8
L00997,South,Karnataka,Full Stack,Evening,Short,1.1,1 Day,Semi-Formal,1,6.5,14,Direct,65,57,0,45.4
L00998,East,Jharkhand,Cybersecurity,Morning,Short,1.3,Same Day,Semi-Formal,1,2.6,14.1,Campus Ambassador,77,69,1,57.3
L00999,North,Rajasthan,Full Stack,Morning,Long,9.5,1 Day,Formal,1,7.9,15.5,Direct,59,51,0,57.4
L01000,East,Jharkhand,Cybersecurity,Morning,Short,1.6,1 Day,Semi-Formal,1,8.4,12.3,Campus Ambassador,73,66,1,46.2
L01001,North,Uttar Pradesh,Cybersecurity,Evening,Short,2.1,3-5 Days,Casual,1,8,11.6,Campus Ambassador,56,44,0,60.7
L01002,West,Gujarat,Data Science,Evening,Long,9.7,2 Days,Semi-Formal,1,7.4,12.1,Campus Ambassador,34,44,0,42.3
L01003,South,Kerala,Cybersecurity,Afternoon,Long,9.1,2 Days,Casual,1,4.7,17.9,Direct,39,46,0,42.1
L01004,South,Telangana,Cybersecurity,Evening,Long,10.8,Same Day,Casual,1,5.9,10.6,Direct,73,65,1,38.8
L01005,North,Rajasthan,Data Science,Afternoon,Long,10.3,1 Day,Casual,1,4.8,16.8,Direct,82,64,1,87.9
L01006,West,Goa,AI & ML,Afternoon,Medium,6.9,Same Day,Semi-Formal,1,5.4,12.5,Campus Ambassador,69,67,0,61.5
L01007,West,Gujarat,Data Science,Afternoon,Short,2.7,3-5 Days,Formal,1,4.3,12.4,Campus Ambassador,54,55,0,35.9
L01008,East,Jharkhand,Full Stack,Evening,Medium,5,Same Day,Formal,1,7.6,13.8,Direct,76,67,1,69.1
L01009,North,Delhi,AI & ML,Afternoon,Short,1.1,Same Day,Casual,1,2.3,18.1,Direct,71,63,1,77.4
L01010,South,Karnataka,Cloud,Evening,Long,9.3,2 Days,Semi-Formal,1,1.2,12.6,Direct,48,48,0,42.6
L01011,South,Andhra Pradesh,Full Stack,Evening,Medium,5.9,3-5 Days,Casual,1,5.7,16.5,Campus Ambassador,38,44,0,37.2
L01012,South,Telangana,AI & ML,Afternoon,Medium,6.1,1 Day,Formal,1,7,13.1,Direct,74,61,1,51.2
L01013,West,Maharashtra,Full Stack,Morning,Short,1.5,3-5 Days,Formal,1,1,9.3,Campus Ambassador,48,45,0,52.1
L01014,South,Andhra Pradesh,Cloud,Afternoon,Short,2.6,2 Days,Casual,1,5.6,8.7,Direct,76,67,1,71.4
L01015,East,Bihar,AI & ML,Evening,Short,2,Same Day,Semi-Formal,1,4,12.6,Campus Ambassador,79,62,1,45.8
L01016,South,Andhra Pradesh,Full Stack,Afternoon,Medium,5.1,1 Day,Semi-Formal,1,8.7,13.2,Campus Ambassador,75,64,1,55.4
L01017,West,Goa,Full Stack,Morning,Short,1.8,1 Day,Formal,1,3.8,10.5,Direct,58,55,0,54.5
L01018,North,Punjab,AI & ML,Afternoon,Long,9.3,1 Day,Semi-Formal,1,4.4,10.4,Direct,100,78,1,57.4
L01019,West,Gujarat,Cybersecurity,Morning,Long,9.3,Same Day,Semi-Formal,1,3.8,11.3,Direct,63,62,0,59.2
L01020,West,Maharashtra,Cybersecurity,Evening,Medium,5.2,2 Days,Formal,1,4.4,15.7,Campus Ambassador,69,62,0,63.4
L01021,South,Telangana,Full Stack,Afternoon,Long,10.7,1 Day,Casual,1,3.4,14.2,Direct,64,56,0,56.8
L01022,West,Gujarat,Data Science,Evening,Short,1.2,1 Day,Semi-Formal,1,5.7,18.4,Direct,70,57,1,51.9
L01023,North,Punjab,Cloud,Afternoon,Short,1.8,Same Day,Formal,1,3.5,15,Direct,83,68,1,48.9
L01024,South,Kerala,AI & ML,Evening,Long,10,Same Day,Casual,1,5.9,15.3,Direct,53,54,0,40.9
L01025,North,Punjab,Cybersecurity,Afternoon,Short,2.4,1 Day,Formal,1,2.1,13.8,Direct,73,60,1,66.7
L01026,North,Punjab,AI & ML,Evening,Medium,6.5,2 Days,Semi-Formal,1,7.3,10.1,Campus Ambassador,78,72,1,44.5
L01027,South,Kerala,Cloud,Evening,Medium,5.1,2 Days,Casual,1,7.3,11.3,Campus Ambassador,35,37,0,55
L01028,South,Andhra Pradesh,AI & ML,Morning,Medium,6.5,2 Days,Semi-Formal,1,6.9,14.5,Direct,84,68,1,49.7
L01029,West,Goa,Data Science,Evening,Medium,5.9,Same Day,Formal,1,5,10.9,Campus Ambassador,68,66,0,51.4
L01030,West,Maharashtra,Full Stack,Evening,Short,2.3,2 Days,Semi-Formal,1,1.8,13.6,Direct,74,64,1,47.1
L01031,North,Rajasthan,AI & ML,Evening,Long,9.8,2 Days,Semi-Formal,1,7.5,13.4,Direct,69,55,0,49.8
L01032,East,Jharkhand,Full Stack,Evening,Short,2,1 Day,Casual,1,3.7,16,Campus Ambassador,83,67,1,48.9
L01033,East,Jharkhand,Cloud,Evening,Short,2.6,Same Day,Semi-Formal,1,5.6,11.4,Direct,90,77,1,47.5
L01034,East,West Bengal,Cloud,Morning,Medium,6.1,Same Day,Casual,1,7,13.3,Campus Ambassador,65,58,0,66.5
L01035,East,Jharkhand,Cybersecurity,Afternoon,Short,2.4,1 Day,Casual,1,5.1,12.2,Campus Ambassador,74,63,1,61.1
L01036,West,Maharashtra,Data Science,Afternoon,Short,1.4,Same Day,Casual,1,4,11.7,Direct,66,58,0,48.6
L01037,North,Delhi,AI & ML,Evening,Medium,6.1,2 Days,Formal,1,7.2,11.5,Direct,69,61,0,49.3
L01038,East,Bihar,AI & ML,Morning,Short,1.8,1 Day,Casual,1,6.3,11.3,Direct,59,61,0,42
L01039,South,Telangana,Full Stack,Evening,Long,10.2,2 Days,Formal,1,5.2,12.5,Direct,22,28,0,23.9
L01040,North,Delhi,Cybersecurity,Morning,Short,1.8,1 Day,Semi-Formal,1,6.8,13.3,Direct,87,74,1,48.3
L01041,West,Maharashtra,Cybersecurity,Evening,Short,1.9,Same Day,Casual,1,4.7,16.5,Direct,70,59,1,49.7
L01042,South,Kerala,Full Stack,Morning,Long,10.2,Same Day,Semi-Formal,1,4.1,16.3,Direct,63,62,0,42.4
L01043,South,Andhra Pradesh,Data Science,Evening,Short,1.5,1 Day,Semi-Formal,1,5.3,12.8,Direct,76,68,1,57.9
L01044,East,Jharkhand,Data Science,Morning,Short,1.3,2 Days,Semi-Formal,1,5.4,12.7,Direct,79,70,1,77.3
L01045,South,Tamil Nadu,Cloud,Evening,Long,10.9,2 Days,Casual,1,4.3,14.6,Direct,62,51,0,59.2
L01046,North,Haryana,Cybersecurity,Morning,Long,9.3,Same Day,Casual,1,5.6,11.7,Direct,53,44,0,49.6
L01047,North,Rajasthan,Cybersecurity,Morning,Short,2.2,2 Days,Formal,1,8.8,9.3,Campus Ambassador,79,75,1,51.6
L01048,North,Haryana,AI & ML,Evening,Long,10.6,1 Day,Semi-Formal,1,8.7,12.2,Campus Ambassador,85,66,1,78.1
L01049,North,Delhi,AI & ML,Morning,Short,1.5,Same Day,Semi-Formal,1,3.8,12.3,Direct,97,86,1,42.3
L01050,South,Kerala,Data Science,Afternoon,Short,1.1,1 Day,Formal,1,3.1,11.4,Direct,73,61,1,52.9
L01051,North,Haryana,Data Science,Evening,Short,1,1 Day,Formal,1,8.8,10.7,Campus Ambassador,57,48,0,40.6
L01052,East,Bihar,AI & ML,Afternoon,Short,1.8,1 Day,Semi-Formal,1,5.9,10.8,Campus Ambassador,57,46,0,52.2
L01053,North,Punjab,Cybersecurity,Morning,Short,2,1 Day,Casual,1,5.1,14.3,Direct,69,58,0,54.4
L01054,North,Haryana,Full Stack,Morning,Short,1.7,3-5 Days,Formal,1,9,13.8,Direct,68,65,0,40
L01055,East,West Bengal,AI & ML,Evening,Long,9.9,Same Day,Casual,1,8.2,13.3,Campus Ambassador,64,64,0,49.8
L01056,North,Haryana,Data Science,Morning,Short,2.1,2 Days,Formal,1,1.3,11.3,Campus Ambassador,54,55,0,75.5
L01057,North,Haryana,Data Science,Evening,Medium,5,1 Day,Formal,1,5.7,13.2,Direct,67,63,0,56.3
L01058,South,Tamil Nadu,Cybersecurity,Evening,Short,2.6,Same Day,Semi-Formal,1,5.5,10.5,Direct,97,87,1,79
L01059,North,Punjab,Data Science,Afternoon,Medium,6.8,Same Day,Formal,1,5.3,16.6,Campus Ambassador,66,56,0,31
L01060,West,Goa,Cybersecurity,Afternoon,Short,1.1,2 Days,Formal,1,7.1,12.7,Direct,50,46,0,39.5
L01061,South,Tamil Nadu,Cloud,Morning,Short,1.2,Same Day,Formal,1,2.1,12.8,Direct,88,68,1,38.6
L01062,West,Gujarat,Full Stack,Evening,Long,10.8,1 Day,Formal,1,2.4,12.4,Direct,67,61,0,41.1
L01063,West,Maharashtra,AI & ML,Evening,Short,2.4,Same Day,Formal,1,8.1,16.5,Direct,67,56,0,46
L01064,East,Jharkhand,Data Science,Evening,Long,10.2,1 Day,Formal,1,4,14.6,Campus Ambassador,59,51,0,55.7
L01065,South,Tamil Nadu,Full Stack,Evening,Long,10,Same Day,Semi-Formal,1,7.9,12.9,Direct,72,67,1,38.6
L01066,East,West Bengal,Data Science,Evening,Short,2.4,Same Day,Semi-Formal,1,4.1,12.2,Campus Ambassador,66,52,0,64.9
L01067,North,Haryana,Cloud,Evening,Medium,6.6,2 Days,Semi-Formal,1,5.2,12.8,Campus Ambassador,74,68,1,57.7
L01068,North,Rajasthan,Full Stack,Morning,Medium,5.9,Same Day,Formal,1,4.1,15.2,Direct,57,49,0,49.2
L01069,South,Tamil Nadu,AI & ML,Afternoon,Medium,6.3,Same Day,Formal,1,2,13.7,Direct,58,56,0,52.2
L01070,East,Bihar,Data Science,Morning,Medium,5.4,1 Day,Formal,1,5.6,13.6,Direct,62,63,0,62.5
L01071,North,Rajasthan,Full Stack,Afternoon,Medium,6.5,Same Day,Semi-Formal,1,3.8,13.4,Direct,82,76,1,61.4
L01072,South,Andhra Pradesh,Cybersecurity,Morning,Medium,5.8,Same Day,Semi-Formal,1,5.3,14,Direct,73,68,1,70.6
L01073,North,Uttar Pradesh,Cybersecurity,Evening,Medium,5.1,1 Day,Formal,1,6.5,12.1,Campus Ambassador,61,61,0,47.5
L01074,North,Uttar Pradesh,Cybersecurity,Evening,Short,1.5,Same Day,Casual,1,5.1,13.3,Direct,87,78,1,60.5
L01075,South,Kerala,Cybersecurity,Afternoon,Long,10.6,Same Day,Formal,1,3,12.5,Campus Ambassador,77,61,1,51.3
L01076,South,Karnataka,Full Stack,Evening,Short,1,1 Day,Formal,1,6.4,11.9,Campus Ambassador,64,51,0,63.5
L01077,South,Telangana,AI & ML,Evening,Medium,5.9,2 Days,Semi-Formal,1,1.3,11.9,Direct,50,53,0,41.2
L01078,South,Andhra Pradesh,Cybersecurity,Evening,Long,9.6,1 Day,Casual,4,6.3,12.4,Direct,36,43,0,30.1
L01079,West,Goa,AI & ML,Afternoon,Medium,6.1,2 Days,Semi-Formal,1,6.6,11.1,Direct,62,54,0,42.2
L01080,South,Kerala,Cloud,Afternoon,Medium,5.5,Same Day,Formal,1,4.5,11.2,Campus Ambassador,66,59,0,54.1
L01081,North,Punjab,Full Stack,Afternoon,Short,2.9,Same Day,Semi-Formal,1,7.3,15.1,Direct,100,84,1,68.4
L01082,North,Delhi,Cloud,Afternoon,Long,10,Same Day,Casual,1,6.5,10.8,Campus Ambassador,73,70,1,50.8
L01083,West,Goa,AI & ML,Evening,Long,10.8,2 Days,Semi-Formal,1,7.7,17.7,Campus Ambassador,53,42,0,40.7
L01084,North,Uttar Pradesh,Cybersecurity,Evening,Medium,6.9,Same Day,Casual,1,6,12.1,Campus Ambassador,74,62,1,55
L01085,East,Bihar,Cloud,Afternoon,Short,2.4,Same Day,Casual,1,3.3,9.6,Direct,95,73,1,67.1
L01086,South,Andhra Pradesh,Cybersecurity,Afternoon,Medium,5.9,Same Day,Casual,1,7.9,13.9,Campus Ambassador,54,48,0,45.3
L01087,South,Telangana,Full Stack,Evening,Short,1.2,2 Days,Casual,1,5.5,13.8,Campus Ambassador,65,52,0,72.1
L01088,North,Punjab,Data Science,Evening,Long,10.9,Same Day,Semi-Formal,2,4.6,13.6,Campus Ambassador,68,64,0,56.2
